Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,BEL,Belgium,1998,Unknown,Age55_59,[55-59],0,0,,
EU,Europe,BEL,Belgium,1998,Unknown,Age60_64,[60-64],0,,,
CSA,Central and South America,BRA,Brazil,1997,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,1997,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,1998,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2014,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2014,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age55_59,[55-59],0,,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age60_64,[60-64],0,,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age65_69,[65-69],0,,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age70_74,[70-74],0,,,
CSA,Central and South America,COL,Colombia,2003,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,COL,Colombia,2003,Unknown,Age65_69,[65-69],0,,,
CSA,Central and South America,COL,Colombia,2003,Unknown,Age70_74,[70-74],0,,,
CSA,Central and South America,COL,Colombia,2012,Unknown,Age55_59,[55-59],0,,,
CSA,Central and South America,COL,Colombia,2013,Unknown,Age60_64,[60-64],0,,,
CSA,Central and South America,COL,Colombia,2013,Unknown,Age65_69,[65-69],0,,,
CSA,Central and South America,BRA,Brazil,1996,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,BRA,Brazil,2001,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2002,Unknown,Age55_59,[55-59],1,9.09090909,,
CSA,Central and South America,BRA,Brazil,2002,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2002,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2002,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2005,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2007,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,BRA,Brazil,2011,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,BRA,Brazil,2012,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,BRA,Brazil,2012,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2012,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2013,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,COL,Colombia,1998,Unknown,Age70_74,[70-74],0,0,,
CSA,Central and South America,COL,Colombia,2000,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,COL,Colombia,2000,Unknown,Age60_64,[60-64],0,,,
CSA,Central and South America,COL,Colombia,2007,Unknown,Age55_59,[55-59],0,,,
CSA,Central and South America,COL,Colombia,2007,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,COL,Colombia,2007,Unknown,Age65_69,[65-69],0,,,
CSA,Central and South America,GTM,Guatemala,1986,Unknown,Age55_59,[55-59],0,0,,
EU,Europe,BEL,Belgium,1998,Unknown,Age65_69,[65-69],1,100,,
CSA,Central and South America,BRA,Brazil,1996,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,1997,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,1998,Unknown,Age60_64,[60-64],2,2.4691358,,
CSA,Central and South America,BRA,Brazil,2001,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2003,Unknown,Age55_59,[55-59],0,0,,
CSA,Central and South America,BRA,Brazil,2003,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2005,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2007,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2011,Unknown,Age60_64,[60-64],0,0,,
CSA,Central and South America,BRA,Brazil,2013,Unknown,Age65_69,[65-69],0,0,,
CSA,Central and South America,BRA,Brazil,2014,Unknown,Age55_59,[55-59],0,0,,
