Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
CSA,Central and South America,ARG,Argentina,1997,Unknown,Age25_29,[25-29],2,3.17460317,,
CSA,Central and South America,ARG,Argentina,1997,Unknown,Age30_34,[30-34],2,4,,
CSA,Central and South America,ARG,Argentina,1998,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,1998,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2000,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2006,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2006,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2008,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2010,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2010,Unknown,Age30_34,[30-34],1,14.28571429,,
CSA,Central and South America,ARG,Argentina,2014,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2014,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,1998,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,1998,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2006,Unknown,Age30_34,[30-34],1,25,,
CSA,Central and South America,MEX,Mexico,2007,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2007,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,MEX,Mexico,2011,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2011,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2012,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,1997,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,1997,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,1998,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,1998,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2009,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2014,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2014,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age25_29,[25-29],2,50,,
CSA,Central and South America,COL,Colombia,1999,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,COL,Colombia,2003,Unknown,Age25_29,[25-29],1,25,,
CSA,Central and South America,COL,Colombia,2003,Unknown,Age30_34,[30-34],1,25,,
CSA,Central and South America,COL,Colombia,2013,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,COL,Colombia,2013,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,GTM,Guatemala,1988,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,GUY,Guyana,2013,Unknown,Age25_29,[25-29],1,100,,
CSA,Central and South America,GUY,Guyana,2013,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,BRA,Brazil,2020,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2020,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2019,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2017,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2017,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2016,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2001,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2001,Unknown,Age30_34,[30-34],1,12.5,,
CSA,Central and South America,BRA,Brazil,2002,Unknown,Age25_29,[25-29],1,50,,
CSA,Central and South America,BRA,Brazil,2005,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2011,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2012,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,COL,Colombia,1998,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2018,Unknown,Age25_29,[25-29],0,0,,
AS,Asia,OMN,Oman,2014,Unknown,Age25_29,[25-29],0,,,
AS,Asia,OMN,Oman,2014,Unknown,Age30_34,[30-34],0,,,
EU,Europe,BEL,Belgium,1998,Unknown,Age30_34,[30-34],1,100,,
CSA,Central and South America,BRA,Brazil,1996,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2003,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2005,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2007,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2011,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,BRA,Brazil,2012,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,BRA,Brazil,2013,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,COL,Colombia,2000,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2012,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2013,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2013,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,URY,Uruguay,2002,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,URY,Uruguay,2002,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,ARG,Argentina,2020,Unknown,Age25_29,[25-29],3,13.04347826,,
CSA,Central and South America,ARG,Argentina,2020,Unknown,Age30_34,[30-34],1,4,,
CSA,Central and South America,ARG,Argentina,2019,Unknown,Age25_29,[25-29],1,10,,
CSA,Central and South America,ARG,Argentina,2016,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2016,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2015,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2015,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,MEX,Mexico,2015,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2001,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2001,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2003,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2004,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2005,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2012,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2013,Unknown,Age25_29,[25-29],2,28.57142857,,
CSA,Central and South America,ARG,Argentina,2013,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2004,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2018,Unknown,Age25_29,[25-29],1,20,,
CSA,Central and South America,ARG,Argentina,2018,Unknown,Age30_34,[30-34],4,50,,
CSA,Central and South America,MEX,Mexico,2020,Unknown,Age25_29,[25-29],2,100,,
CSA,Central and South America,MEX,Mexico,2020,Unknown,Age30_34,[30-34],1,25,,
CSA,Central and South America,MEX,Mexico,2019,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2019,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2016,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2016,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,URY,Uruguay,2015,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,URY,Uruguay,2015,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,ARG,Argentina,2002,Unknown,Age30_34,[30-34],1,50,,
CSA,Central and South America,ARG,Argentina,2004,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,ARG,Argentina,2008,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,ARG,Argentina,2009,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2011,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2012,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2003,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2004,Unknown,Age25_29,[25-29],1,50,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2004,Unknown,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2004,Unknown,Age30_34,[30-34],0,,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2006,Unknown,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2006,Unknown,Age30_34,[30-34],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2007,Unknown,Age25_29,[25-29],1,16.66666667,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2007,Unknown,Age30_34,[30-34],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2009,Unknown,Age30_34,[30-34],0,0,,
AS,Asia,IRN,Iran (Islamic Republic of),2013,Unknown,Age25_29,[25-29],0,0,,
AS,Asia,IRN,Iran (Islamic Republic of),2013,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,SUR,Suriname,1997,Unknown,Age25_29,[25-29],1,50,,
AS,Asia,IRN,Iran (Islamic Republic of),2015,Unknown,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2002,Unknown,Age25_29,[25-29],1,33.33333333,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2002,Unknown,Age30_34,[30-34],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2003,Unknown,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,DOM,Dominican Republic,2003,Unknown,Age30_34,[30-34],1,25,,
AS,Asia,IRN,Iran (Islamic Republic of),2014,Unknown,Age25_29,[25-29],0,0,,
AS,Asia,IRN,Iran (Islamic Republic of),2014,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,SUR,Suriname,1999,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,SUR,Suriname,1999,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2006,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2012,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2012,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2014,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2016,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2016,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2005,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2007,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2007,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2015,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,1999,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2003,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2004,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2013,Unknown,Age30_34,[30-34],1,0.67567568,,
AF,Africa,ZAF,South Africa,2014,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2015,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,1999,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2003,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2004,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2005,Unknown,Age25_29,[25-29],0,0,,
AF,Africa,ZAF,South Africa,2006,Unknown,Age30_34,[30-34],0,0,,
AF,Africa,ZAF,South Africa,2013,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2006,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,URY,Uruguay,2004,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,URY,Uruguay,2006,Unknown,Age25_29,[25-29],0,,,
CSA,Central and South America,ARG,Argentina,2019,Unknown,Age30_34,[30-34],1,10,,
CSA,Central and South America,ARG,Argentina,2017,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,MEX,Mexico,2018,Unknown,Age30_34,[30-34],0,0,,
CSA,Central and South America,MEX,Mexico,2017,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,URY,Uruguay,2016,Unknown,Age30_34,[30-34],0,,,
CSA,Central and South America,ARG,Argentina,2000,Unknown,Age25_29,[25-29],1,100,,
CSA,Central and South America,ARG,Argentina,2002,Unknown,Age25_29,[25-29],0,0,,
CSA,Central and South America,ARG,Argentina,2003,Unknown,Age30_34,[30-34],0,0,,
